Trade_Volume_Millions,Execution_Slippage_Bps
11.2321,27.0548
44.425,995.9957
26.9385,159.4839
29.6138,242.3738
44.825,1021.8419
47.1373,1265.3756
36.3679,472.5283
17.4573,34.7933
24.5344,104.4868
30.7912,294.823
41.4491,786.5753
32.9316,366.2605
18.3358,45.0793
20.9522,52.128
2.6168,16.5734
46.221,1163.3518
4.4971,12.5954
29.0385,198.1342
43.5954,909.8626
21.1012,69.7385
40.0263,686.331
40.2104,706.1989
3.0863,11.4226
20.666,95.8403
34.5822,445.5123
21.1754,77.6108
27.3038,178.5326
29.7634,224.4297
7.6463,28.0661
20.6579,71.0534
1.5203,3.2954
7.5663,15.8313
25.6615,140.1601
28.7219,226.3446
7.3971,3.7331
37.8054,565.2321
18.7121,51.3971
46.0404,1110.9456
19.4444,51.763
7.5756,26.7699
37.9227,563.2042
28.4333,157.583
19.3957,56.0376
17.8623,52.3349
7.6234,15.3655
17.1076,21.1321
1.5643,13.1697
25.1699,122.7456
44.8465,1030.1902
39.787,624.6674
1.5232,12.9904
44.0749,931.9958
22.671,110.541
9.6255,16.6185
37.6454,557.3124
16.2114,46.303
12.7406,14.1425
8.1498,24.4626
24.3824,126.8626
4.7604,6.7694
39.3021,629.6788
23.5867,83.0571
22.4041,57.9108
0.1925,2.2288
40.9114,732.0137
24.6926,110.9248
22.0507,71.3146
38.0931,536.3557
3.2386,13.6313
18.3974,56.6721
28.8291,216.0124
23.0828,72.7598
9.1638,26.906
15.0339,43.0104
15.08,57.2995
49.5993,1439.9828
16.3772,44.6944
10.3386,35.3987
41.1496,768.8298
21.1164,114.2516
22.2488,82.3239
27.4896,169.4083
29.8249,204.1711
29.5687,228.8262
1.8215,9.743
40.9602,749.336
9.8232,26.0848
14.6879,29.1185
8.7541,23.1779
38.3771,582.018
29.2245,230.5338
37.7893,526.6882
32.7046,316.9089
5.2975,19.2791
15.1448,40.2407
25.4125,132.1633
15.3168,29.4498
10.4445,20.6282
43.5036,898.3528
37.4144,531.6122
17.3265,54.8706
38.2741,579.908
31.4142,280.4494
0.2889,2.826
19.0751,76.9777
14.5953,39.5927
10.9736,30.3832
12.6543,30.7646
47.124,1235.0573
24.3672,129.4948
42.4007,881.9352
10.7894,24.5455
8.8027,22.4952
44.4506,1027.8775
24.8357,126.5192
44.7681,1044.4723
3.2451,12.0269
45.8301,1070.5503
20.8307,52.6345
7.853,32.0497
34.2008,445.3079
39.8654,675.005
2.464,9.3167
49.3611,1445.7656
34.8816,403.3274
16.138,58.6976
7.6496,14.72
19.6873,42.4645
11.1062,24.4319
24.7582,133.4472
39.1164,628.6594
33.0405,370.309
21.8532,82.3815
6.0353,16.12
47.8621,1360.405
13.5915,31.8052
13.9639,22.2292
32.3106,296.02
38.5484,572.1883
49.2092,1338.8855
48.4613,1380.5407
45.6967,1091.5146
21.8221,91.2935
8.4168,22.1148
29.2651,178.9685
0.9611,5.537
9.8928,20.657
0.2262,7.5484
9.1087,28.3613
23.7904,104.734
19.7269,59.1341
18.5279,40.9511
41.5645,760.6217
33.7823,356.4127
46.8279,1188.0492
22.3225,88.5121
13.6843,25.2915
6.222,20.6578
33.6342,356.8371
42.1029,835.5312
9.2686,36.3367
43.9498,985.0583
26.3612,136.0559
7.2896,15.8008
32.1789,335.6005
26.0506,120.3253
1.5064,7.3587
20.0222,62.7922
39.2609,631.7361
27.8156,180.8849
14.1739,32.6344
46.4392,1160.4131
11.9652,17.1994
12.7115,42.1935
17.7965,45.2188
44.7374,1025.0767
25.4305,129.8839
34.1407,386.5408
48.8156,1360.3695
39.1865,605.395
8.7127,25.8354
39.4389,627.637
37.442,531.7391
11.7076,39.8822
16.335,51.7938
35.5354,429.7703
11.9958,28.4156
10.4885,10.7508
35.2033,457.3806
44.0417,963.1108
3.8433,20.7164
22.3508,91.2539
30.398,246.1694
33.8462,368.3983
49.8102,1471.3541
34.1663,395.7717
31.0457,259.5763
49.4877,1449.1582
3.1273,13.8977
3.8144,7.1281
28.0781,172.0311
17.9974,26.4966
4.9252,15.2874
15.3918,32.4656
33.7503,384.6206
44.0427,939.1165
4.8068,9.4954
27.0532,158.4497
14.8762,35.5932
33.3996,390.1292
27.5176,179.4099
46.3429,1123.3658
1.9804,11.7108
23.5549,105.2799
9.7187,21.9885
26.8854,141.6706
42.6936,870.1375
45.5747,1072.478
19.9718,55.5421
40.6078,740.7665
14.0974,34.9899
0.4146,0.3411
42.7764,903.0945
6.0587,24.7083
0.9788,3.4937
17.7545,19.1133
19.0311,58.3704
3.9533,16.5186
40.7277,705.6468
20.3391,89.1464
24.5472,117.6147
13.3048,26.7801
25.6242,143.6873
38.3599,614.1699
45.3185,1070.5919
48.5294,1355.1211
21.3935,56.1556
49.5027,1449.8645
14.8183,45.3631
0.4481,1.9901
38.4041,592.3063
9.0039,-2.0469
2.7175,18.5068
46.208,1135.9288
39.6114,654.8579
5.223,20.2452
38.8678,622.0134
42.2156,836.7792
45.2746,1029.6842
27.2303,193.2632
35.2003,454.6468
38.1357,582.2133
34.4631,430.5996
32.377,319.1096
27.4232,167.7834
24.0119,114.8121
49.8066,1515.3503
16.9443,35.7261
4.5046,13.6769
38.2753,558.9468
10.7698,22.7445
26.6814,162.7833
4.8805,11.2018
31.0023,235.596
47.206,1217.9177
36.163,480.2464
10.8053,37.2283
48.5598,1377.3288
15.4236,59.1896
21.8871,74.8971
24.956,133.5191
49.5369,1450.9367
3.5377,26.2467
34.8667,428.6125
18.1604,19.3088
4.0084,12.2076
46.7581,1147.6111
29.5339,251.9948
37.7005,533.8778
12.0952,28.5719
38.1009,569.5573
41.4409,764.4716
21.5984,65.0017
28.6406,196.465
48.5964,1360.9171
42.3518,828.3442
22.298,93.8767
33.2622,317.0447
39.2332,603.4133
1.314,10.5201
29.4595,208.4448
49.228,1379.3645
47.3643,1249.9046
41.6388,782.8535
5.4001,22.4215
49.7027,1397.8574
30.516,225.5581
11.2231,27.8754
33.746,380.6107
42.8405,889.9807
5.7052,21.5393
45.8303,1107.788
46.0182,1106.6139
0.7719,-0.7733
45.0259,1088.5509
47.3462,1214.5824
1.9808,14.7741
14.7789,24.9141
18.7181,48.6108
17.5096,33.9802
37.9743,567.5042
17.9694,52.3092
47.8333,1239.6012
49.7501,1489.9725
15.9093,53.5739
25.4892,143.9465
27.9295,200.9757
29.0122,211.4967
18.773,45.4816
8.3831,22.3234
2.8226,7.7674
5.4068,16.0011
45.0744,1000.1789
14.0907,17.6269
3.9335,20.9858
31.2141,233.0011
3.8578,18.6714
3.5956,24.0902
31.1164,280.6261
29.6106,213.8034
2.1697,13.2107
23.0778,75.9754
21.8448,69.9224
27.3798,152.354
36.9185,483.0296
14.2117,38.3676
21.6957,76.8388
39.6579,675.4686
46.1356,1138.4005
44.577,964.0755
23.9338,105.0996
26.0912,132.0237
26.5024,147.8466
43.4489,913.6706
42.013,805.329
15.6455,36.6773
8.2262,21.3383
19.0108,41.223
14.4915,31.4073
47.544,1305.4207
13.3692,21.9819
9.1422,10.1215
44.984,1029.3312
4.4153,20.1857
13.0873,32.8324
22.0116,88.302
29.7959,264.4722
16.4509,54.2486
24.8621,142.064
10.0217,19.8631
28.7563,256.7597
20.4501,57.3573
42.4781,866.7912
20.8451,61.3296
22.2464,96.797
29.6495,242.3709
6.2462,16.5869
7.9241,5.6879
39.5329,703.4626
13.7436,44.0828
34.2664,420.9228
4.9616,8.9652
41.1101,775.4923
49.4126,1437.1247
18.7472,46.6088
25.326,119.8731
22.1913,105.8015
44.72,1022.528
0.5957,4.8627
32.7076,337.6115
32.6532,332.2998
19.181,67.7574
11.0447,5.4513
12.0602,21.0188
40.0432,652.5857
3.3985,15.168
28.2348,167.8864
15.4113,20.3291
13.3359,30.2694
25.3363,128.3992
44.9033,1038.2012
30.9428,248.317
39.4517,643.6871
30.0741,243.2383
34.916,390.3517
21.6771,69.5033
46.3065,1151.8855
25.1468,123.87
27.6336,166.1364
26.2958,155.1508
15.8778,29.849
11.6388,26.5201
3.7844,17.5371
35.9369,476.7489
14.5348,31.7485
19.521,55.5157
46.0044,1119.9924
28.3657,220.6694
4.9442,13.1078
40.0006,713.3918
12.8809,21.4134
27.68,189.5614
25.5481,140.0221
11.9801,30.6397
5.877,1.4757
10.642,27.3659
4.9572,15.9576
13.8538,34.7253
49.8651,1496.0275
20.1644,75.6115
43.208,873.6835
27.504,146.8854
33.3625,323.1254
7.9018,16.6529
13.8128,20.3586
25.5711,145.408
44.0691,993.7459
2.2401,13.8921
25.3953,124.7228
2.6455,11.6673
22.8955,102.9661
31.4805,313.3167
37.2617,551.8629
7.0127,26.3228
8.4121,23.4965
23.5562,120.3489
49.902,1514.1359
17.8667,27.2584
21.4336,80.7228
21.6791,67.398
4.127,11.2023
38.7312,611.0968
12.7298,25.8242
35.213,426.5858
23.807,88.4466
30.6278,257.7486
2.7932,7.2742
44.5093,1005.3705
12.2685,24.7226
33.5378,374.127
39.9212,654.4024
27.0479,186.7547
16.933,42.7432
48.8974,1482.1107
13.9941,20.2942
47.4383,1292.87
7.8956,14.8254
19.5222,71.1004
7.0109,22.6461
0.2118,-1.6064
13.0869,23.9289
4.4518,21.086
49.3186,1425.835
38.1065,595.0823
0.2849,5.1591
11.26,32.9285
33.5392,372.0646
19.9878,49.741
41.6089,786.8303
25.2926,135.1404
32.7172,330.9351
29.8922,225.6422
31.9446,298.9188
11.5819,29.0886
18.7271,52.1981
2.6264,1.8467
29.4231,248.6746
23.017,89.597
38.0597,534.7026
10.3985,22.4226
21.8969,73.1414
9.1192,14.4498
30.7376,267.3219
42.4167,874.5072
38.2956,593.7454
47.2155,1192.2732
48.5891,1351.573
38.6245,592.1074
14.4116,35.4533
11.0411,6.7871
22.4327,96.6738
49.6948,1444.4179
20.6921,60.9657
10.0335,29.3935
47.2227,1238.2185
19.3573,63.3713
34.5759,423.529
39.4288,641.4635
42.1735,799.808
41.0819,756.3679
41.8287,819.8109
33.4159,358.3305
20.2512,81.6752
33.3976,349.9109
41.853,796.7387
17.5971,30.6862
14.8957,21.7636
17.251,44.6204
27.609,158.3324
2.7169,12.0409
38.9706,620.3193
7.0287,23.195
6.7286,25.2104
9.9632,25.9378
28.8887,249.1385
14.3499,31.0738
18.4677,71.0515
46.5893,1108.8231
42.3754,846.4696
42.6243,846.194
28.9243,218.2951
43.3367,915.4777
38.9504,638.8212
47.6665,1289.9759
3.312,14.6395
1.5335,4.1433
8.834,25.3652
46.4613,1129.0245
30.3177,235.5666
21.363,82.1616
25.6843,142.405
41.4973,754.4176
46.4626,1126.7634
36.512,494.0627
38.0164,563.585
16.0869,30.2641
23.4051,111.1747
44.272,978.0655
39.3181,664.3867
34.2451,401.9553
3.3558,6.6843
2.0714,3.0225
6.6075,24.1912
29.1114,237.0517
26.8657,173.0434
47.1403,1199.3325
34.7685,441.338
14.7692,36.7627
8.1587,27.6522
42.4917,862.9963
23.0352,90.3439
32.7081,331.6635
28.3007,192.9356
5.4621,29.063
2.9472,14.5212
18.9132,60.052
18.1414,47.9359
33.7225,344.0309
31.6468,276.2598
48.4502,1343.7349
42.9192,832.8502
24.8795,115.6223
25.0513,131.5511
33.739,365.308
5.7931,20.3319
49.9945,1522.0087
25.9885,126.3686
45.5043,1081.2528
48.3711,1326.6101
29.124,202.8923
5.2571,13.7609
28.71,215.3556
29.9224,213.319
39.4807,631.8344
2.5066,10.0601
23.3691,109.289
46.1462,1118.9263
49.5658,1434.8648
9.65,18.4998
43.5429,957.8843
7.3979,32.6319
42.0746,821.6586
13.9362,3.4354
47.9853,1323.8533
34.8053,391.7326
20.0156,67.6489
14.1206,15.0242
11.8384,14.1794
34.0715,381.6899
44.8,1030.8598
37.7716,500.8841
41.7561,772.5045
39.0911,647.6793
48.9595,1373.3333
37.9145,538.6382
10.5904,19.1964
39.6008,694.6335
16.1713,46.1162
49.7904,1489.9077
18.896,50.9761
14.7104,38.2876
12.0369,31.3803
32.9599,327.3788
5.5501,13.1606
47.6826,1265.3269
14.7862,41.0339
14.8405,40.5877
2.3987,9.8877
12.3763,18.4723
21.0071,83.0436
18.5434,46.6362
13.7237,38.3732
2.1331,10.7252
15.099,38.3014
38.9387,605.0461
21.9957,103.7073
14.6097,19.2911
15.3091,40.3164
27.7664,167.8141
15.1844,47.0477
31.5768,267.464
49.4738,1498.1716
2.1547,17.9386
8.52,27.1109
9.0375,27.0579
22.4088,98.0423
2.1668,8.2218
23.9283,102.2984
46.4533,1172.6636
0.677,9.6771
18.3104,57.5685
38.0686,533.8367
7.8093,25.2737
3.9702,12.7111
31.5758,304.454
0.5966,2.8692
40.1083,710.1293
3.436,17.4722
26.2653,149.4792
37.0324,493.8269
12.1763,36.2508
5.2667,18.571
8.8636,20.1134
42.7487,869.2199
35.3184,410.9506
9.9851,27.4358
35.8344,453.3965
35.46,442.8679
49.8865,1496.5087
19.6386,36.9445
43.2562,852.1175
22.3775,63.8846
44.8982,1009.0906
4.6709,15.2006
8.8481,8.6267
42.5127,814.4948
40.9831,746.2148
15.3411,20.6927
29.8802,226.4301
19.1967,69.7682
0.6148,5.9585
1.4026,2.0833
2.8074,13.0061
29.7442,242.0155
14.0335,38.161
7.283,23.6844
47.0624,1227.9163
6.1538,18.8082
33.7317,378.574
44.7186,1037.4975
8.2751,19.4925
10.815,16.6629
28.7333,204.8263
25.4716,128.939
26.0993,145.4331
27.7784,150.393
47.5002,1282.8097
2.7865,13.4622
38.0464,594.5999
11.7021,15.3377
18.7465,57.8859
4.5556,15.2237
22.3368,88.7671
40.2305,710.2694
5.0271,21.5724
13.8526,23.407
18.7158,45.2592
5.2846,19.2508
38.1396,506.3658
39.3687,662.0445
41.8112,806.3035
29.2364,224.028
25.4112,137.2685
13.2014,10.5292
32.7924,328.9438
22.2837,89.9078
48.5417,1359.7692
48.4122,1399.5661
45.2697,1046.8137
18.0684,52.2473
18.4618,31.7987
42.6484,831.7116
36.4838,520.72
35.2476,425.0345
14.0526,30.0402
41.6841,796.8
29.0131,239.8528
22.3986,87.0135
43.2846,888.0096
19.7711,50.5627
32.7309,334.7382
23.3487,112.4649
29.6776,221.3036
2.1233,7.4681
23.1096,108.154
27.8689,203.4524
24.6867,144.8689
42.3858,841.8071
15.6251,39.0286
44.2154,984.5317
20.2328,36.1376
34.7569,435.6744
4.4275,20.3855
10.0877,24.9452
38.0822,578.1318
0.7152,5.7859
48.4295,1400.9561
9.6124,7.5029
45.0751,1031.4286
25.8457,143.1085
28.2723,216.1567
4.2982,17.733
18.3244,40.5528
7.8953,14.2727
26.344,155.4847
27.5815,173.2386
35.5124,488.0955
43.9261,957.766
23.4622,92.0559
11.7447,40.7452
16.7452,28.6107
42.3698,839.5344
7.3786,15.4713
31.4001,271.9675
0.753,6.613
12.3589,33.8622
29.6113,242.7668
22.875,82.4413
24.7281,141.1634
33.062,352.8875
11.8058,2.8196
14.1122,36.9599
34.2545,413.7966
26.9607,167.6592
0.8279,7.7699
33.5494,399.6836
31.0426,226.2446
4.0225,18.2846
37.4012,516.1324
26.1529,166.9645
10.3169,19.8297
28.0119,195.8651
29.8134,207.8534
46.0139,1142.9248
37.133,496.0348
15.166,29.1055
5.9948,25.6821
42.6739,876.0141
42.3188,827.0
8.848,10.0988
3.2003,12.7337
35.622,438.8998
36.1568,463.3288
8.9395,15.4243
33.4438,350.4125
14.0183,26.4764
13.1048,45.0853
16.2934,24.8211
26.0678,165.2078
40.2423,725.3574
24.9823,91.3837
14.9723,23.317
44.2103,971.2565
2.849,13.284
39.8749,639.6927
39.2406,632.0235
12.752,29.8804
9.9949,10.0331
43.7476,936.8388
27.9877,173.1712
2.396,10.5056
44.5525,980.3797
17.5154,39.0516
17.1736,37.1165
32.2001,344.2499
33.0994,386.0471
17.7305,69.6043
7.2496,4.2476
27.6583,191.5502
31.2964,276.5746
43.0251,858.3827
24.2736,136.8381
32.3202,313.8861
2.815,16.6279
44.7367,1041.466
16.4281,45.4297
31.6478,287.1264
45.811,1096.1581
40.5452,718.0306
31.9214,330.2442
35.21,452.581
46.0532,1118.9162
40.6234,718.7645
30.532,290.3965
32.9693,316.0811
7.4487,7.1617
23.5614,91.0494
15.1198,54.769
21.6553,62.3786
33.1461,328.605
7.5426,21.9301
0.9671,7.0183
19.9065,76.1867
16.177,50.6861
21.0796,66.8324
46.5679,1180.422
35.3835,443.3714
16.4402,29.0597
9.046,25.2005
30.9621,273.5401
32.9131,344.4679
24.2328,104.7263
10.7168,33.2247
1.5249,4.5766
13.3565,19.2542
22.9128,123.9283
39.4179,637.6245
42.7023,862.9442
20.7054,66.3129
39.8266,644.9874
49.6683,1430.3331
35.8589,450.5104
36.4571,481.2696
45.4859,1055.4295
16.9734,45.5855
0.6591,8.1606
49.3502,1443.3698
24.5744,113.4377
39.3053,663.6092
40.6433,736.1438
19.9361,81.3614
27.1095,158.0252
27.0418,153.4898
11.0888,30.0862
5.9702,18.1805
27.2243,174.825
6.0951,32.4201
17.3698,31.4045
9.3856,24.5638
35.3751,442.2466
43.6132,958.5515
28.9379,176.3158
20.5668,61.5587
49.8325,1500.8406
1.1583,7.3083
15.2866,34.4825
14.0058,22.0604
17.8746,52.9634
11.6067,34.4492
13.2867,43.2431
12.9581,27.479
25.3366,132.5574
19.6137,62.1056
32.0001,289.9607
25.7686,136.3594
9.2528,14.6472
40.5212,723.7563
23.6625,95.0741
7.7463,20.5979
8.4273,21.2329
39.8687,669.8799
35.1794,462.074
25.3757,147.3714
15.3735,39.7039
23.08,110.0393
31.8605,290.5037
43.9762,936.9795
27.8378,195.1756
13.9091,19.8268
2.2327,8.223
8.8552,19.8729
32.5439,268.6227
8.1058,15.0383
24.1288,125.0872
34.9779,423.6281
15.4804,40.1982
33.4884,373.8957
29.0955,201.1157
22.0031,54.4796
44.8725,1028.8166
34.6337,400.9439
18.0938,39.5469
40.2328,682.8123
36.9313,535.3203
39.605,638.7559
32.0837,317.5464
19.0306,62.9265
17.4941,55.9608
32.7422,306.2517
6.6319,17.468
41.0137,804.3897
18.5797,83.289
31.5556,327.7171
25.0033,138.0453
26.0144,150.6437
36.9265,495.4667
31.3708,252.8242
12.5904,34.2988
3.8039,12.8159
42.0277,779.1713
44.2562,989.5943
8.3084,41.5972
15.5429,39.0743
14.1889,24.9717
46.8787,1215.5982
10.3184,16.8129
8.4103,17.4303
9.1737,24.7141
36.5205,458.0974
44.4122,996.9712
19.729,57.589
6.8904,18.6619
29.3275,213.1035
10.5758,35.3754
3.3012,8.8768
44.3229,972.5137
43.555,932.6805
48.7979,1420.6765
23.7528,88.1211
14.7707,36.1346
38.5122,589.7337
9.1067,37.9783
12.2403,30.959
12.8586,24.0036
47.5858,1227.8571
36.5182,491.8167
6.7714,18.4246
4.733,3.4118
42.1565,820.2041
40.1335,724.4118
33.5826,374.5897
9.8854,21.5474
24.0661,110.2468
30.176,238.782
46.6137,1156.4047
8.5542,23.6743
25.8208,134.7381
7.9718,21.5853
22.2481,96.115
10.0867,8.9966
41.8257,764.9992
12.8113,19.0916
20.9135,64.9886
20.4486,54.8289
43.3281,887.0105
37.9141,544.3002
2.973,9.671
3.4477,17.0969
27.6047,170.5243
21.4432,88.986
13.8517,39.6949
39.6518,673.2636
6.5189,9.9584
48.7054,1348.6737
1.3027,10.1809
5.9997,28.0962
15.6347,14.4268
25.5065,149.4504
10.8852,15.2274
36.8371,470.5914
17.9413,54.7371
2.0231,4.7494
43.8983,914.9866
47.1989,1292.7288
30.9663,240.086
40.3462,675.5965
6.1435,18.0381
13.5141,20.5768
16.3291,40.7679
48.0416,1318.5026
25.6599,123.0168
0.4699,11.116
19.0713,34.5723
0.4868,3.3428
11.9665,23.1118
22.7895,93.4467
16.2373,44.9185
1.7334,12.1178
5.9052,17.7983
27.5892,197.4687
34.8107,384.9571
20.287,67.2144
36.6009,515.2102
8.2503,20.4111
6.1907,16.7588
41.9887,808.4033
17.0267,43.232
21.6692,81.8863
47.3843,1264.5344
21.2632,84.494
0.2742,2.5951
46.9048,1206.2225
0.8045,4.4055
33.1481,313.0642
16.2123,51.6108
23.5725,127.3305
27.4095,178.8705
20.4822,61.9772
38.741,595.7317
46.5422,1205.6949
4.412,12.2195
40.0326,666.0632
6.5207,5.0676
4.1058,18.6551
47.796,1323.6298
24.516,126.4299
7.7149,16.3534
28.5409,170.1882
13.2355,31.4976
23.269,104.3288
31.2705,269.147
43.4766,914.3976
0.2538,5.2677
10.7856,29.2345
4.9039,20.1918
4.9452,24.2032
47.2943,1242.553
46.8105,1209.4814
37.4905,532.457
32.1888,293.1365
42.4137,852.9143
3.0146,15.0483
6.0623,15.2666
15.9239,46.3222
41.6414,781.6393
23.6644,76.503
25.2284,133.2827
11.5403,11.8962
32.4545,260.6837
44.4033,982.9803
16.5428,45.6198
30.9974,264.4615
16.6643,40.4368
39.6567,653.4289
23.8005,102.6489
17.0395,21.7156
21.0604,40.1409
4.6523,17.2138
43.3192,891.6756
47.9076,1255.866
23.923,105.1515
11.1447,11.6285
33.2663,349.1478
22.6738,52.6706
12.6898,37.1413
2.0178,14.1497
44.4963,972.3209
39.857,682.8457
41.4674,760.6381
22.048,115.1674
37.6874,517.5845
29.1031,236.6528
18.8013,63.4992
42.1528,794.2088
49.938,1526.1752
44.9742,1023.2184
38.832,595.4558
37.4006,541.5632
32.5474,320.1077
42.6955,863.442
24.7048,111.1713
9.1683,21.2315
38.4257,613.2536
45.9834,1092.1737
17.1335,45.3773
39.1709,617.9477
13.7588,21.5623
47.1358,1285.5054
34.2047,419.2758
28.5069,190.9058
39.0155,611.07
40.6802,705.4519
44.6293,1027.7245
45.0659,1007.8082
2.7293,14.0214
6.2331,33.1103
41.3204,770.2823
47.308,1264.616
15.4528,43.3946
0.5292,2.977
16.203,21.4658
19.2049,68.1898
38.0756,593.8185
2.4745,19.7818
10.7107,22.8493
44.709,987.8488
7.8255,20.8676
37.9865,550.6783
18.1294,57.7301
33.1667,362.1355
3.7849,18.0518
14.3992,23.3096
21.297,72.5422
42.8749,833.4087
28.2184,177.9556
2.3567,8.5457
40.1131,662.7043
2.8206,10.3753
46.7249,1189.1238
10.6647,13.3058
24.4475,102.0079
3.7068,15.6596
28.1294,189.667
24.9117,131.6814
20.5714,79.6661
1.8751,12.1451
43.9589,976.9986
40.1516,703.4477
31.6882,236.2723
28.6543,190.2902
34.7778,383.1114
7.2851,19.2035
46.6389,1166.3503
14.3052,38.6249
32.8589,302.7154
30.3771,228.0928
31.867,290.3729
43.9597,967.0021
14.866,27.4657
37.4725,553.308
29.9597,237.4267
3.8954,15.1811
20.7663,71.9259
41.9138,753.618
15.8358,40.6568
24.165,108.4766
24.4831,127.0323
30.9387,302.6803
44.2125,1006.5855
8.7596,20.0956
25.2804,141.8319
21.2709,64.0858
14.8664,17.3028
45.9884,1093.3982
0.5077,6.8722
6.193,14.7539
36.6939,500.2132
13.2457,26.268
36.1866,527.8532
41.6295,750.3189
12.8053,24.2747
9.678,26.026
7.3505,21.58
10.0844,19.4905
13.4326,21.8606
43.4506,940.0728
38.5232,570.2383
0.192,3.4911
43.7185,915.8626
4.0327,11.6915
32.7978,323.774
7.6586,18.765
3.2076,11.4885
38.0126,570.1481
23.4134,111.1743
29.9932,250.4375
21.3251,76.2632
3.4519,14.1866
37.0069,518.8478
41.0355,747.6594
2.1669,11.6836
18.8483,33.2886
27.9101,163.69
30.2987,252.1809
28.9498,219.4794
34.6777,370.3727
48.3441,1344.6022
19.5903,47.975
27.8755,193.6054
34.984,397.6129
29.6619,267.3203
19.3989,60.996
31.2416,299.5509
32.5406,319.3472
29.2899,235.608
10.335,26.7364
25.3485,123.9587
44.2294,968.5762
43.4432,952.2574
37.5643,569.3349
34.8901,388.3567
7.7486,27.0288
23.0273,91.8168
5.6365,16.4502
40.8825,729.2397
14.6231,39.6458
38.3666,614.2457
40.7475,746.5045
44.6356,1005.3826
37.7161,554.0034
28.28,190.4225
29.9494,217.9317
16.0971,38.7233
8.9321,30.3339
6.6187,25.2071
9.183,18.5017
46.7042,1177.2059
8.3052,21.0067
36.2145,476.0778
9.313,17.4726
48.767,1387.7101
18.3926,39.4455
20.6656,72.9706
20.2851,82.3574
40.8413,720.7397
10.9927,24.2515
41.5681,788.7457
32.8872,350.7504
11.092,17.4321
3.3638,6.4503
38.7721,654.0504
11.0263,29.1993
44.4644,972.6199
6.5763,8.2916
30.8566,257.9844
34.6392,413.8906
32.9194,318.9598
15.8699,38.7846
43.7886,943.1054
38.5133,600.1771
25.5593,165.7208
30.2043,271.5495
28.3619,181.8779
47.3403,1209.4111
44.831,1000.2556
11.8513,18.7542
13.2117,35.3698
49.0738,1398.8275
11.9044,21.4714
47.6786,1308.8682
32.5227,327.9547
2.6005,14.2161
16.8528,24.0189
23.8601,107.5624
41.6713,777.6671
16.4964,24.0102
15.5979,30.997
46.0211,1103.4555
4.0438,18.5547
27.6209,179.8338
25.2615,130.6492
2.961,6.2142
4.4792,20.5583
19.1602,33.4394
6.7946,15.2264
23.9558,105.107
30.4836,264.9565
34.6007,398.5124
27.3689,158.9734
19.045,65.1673
6.575,8.1459
12.4495,31.7485
21.0291,78.5659
46.2133,1133.2879
10.2098,22.5782
20.7259,63.2582
36.6422,476.6119
35.2896,409.8298
48.2831,1299.988
9.626,11.6976
0.9243,9.4629
16.1839,44.0115
7.5697,18.126
27.4686,136.5462
44.9491,1017.0204
34.4425,410.1659
6.8764,19.1724
5.8929,12.4811
45.5813,1074.5302
24.4317,129.1177
46.1913,1187.8813
36.8373,530.8258
49.6681,1458.5998
43.5743,899.4751
20.7692,60.8768
37.9356,591.314
23.6143,102.534
11.7303,2.8567
12.1274,6.9666
19.9264,48.0078
5.6622,0.9724
8.9705,27.5433
25.0804,163.6272
47.7007,1298.2469
28.9265,229.9728
20.484,79.0555
12.2107,13.5989
9.8755,20.4486
32.9545,340.0571
42.4314,883.7815
20.0029,53.0861
27.5779,190.6199
35.3657,422.529
3.0089,7.6486
17.6098,30.9238
36.5147,456.4134
34.2625,388.4082
2.7621,15.7808
11.9671,47.4173
34.0299,396.3914
13.6437,19.6449
40.7391,752.7103
1.5723,11.8292
9.5983,20.3695
14.1375,18.7917
46.272,1098.9547
39.8363,653.1337
44.2188,976.943
22.0799,103.4658
41.1458,735.4279
42.6893,863.3986
20.0578,69.3167
49.7236,1453.8848
42.5768,821.7704
48.7074,1369.8923
43.3382,881.193
38.8326,578.7321
47.1978,1267.4165
21.049,64.1162
39.1883,644.466
10.7233,25.0763
36.6664,472.8523
39.2891,645.2425
35.8546,467.0113
42.5057,850.5215
20.7254,69.2103
27.2839,181.1439
0.6323,6.4575
7.3881,23.8064
32.2453,290.6739
28.1596,163.1538
9.9469,17.5419
12.2489,24.004
17.2697,51.3803
35.8491,501.192
30.5249,243.7373
3.5716,19.9931
38.021,570.1065
13.2067,20.8907
33.6208,372.6288
6.2558,20.8596
49.8963,1498.6891
4.1087,22.4531
37.1125,508.6634
27.1124,174.5284
4.3884,6.9819
1.4378,2.5111
18.197,46.755
40.131,671.6809
2.1534,15.6979
35.2495,449.8349
32.8033,342.7861
13.3503,25.992
3.9669,10.1019
45.7746,1023.9681
15.0875,23.6379
5.658,19.9263
34.1077,361.3079
10.9124,35.0342
23.834,109.6184
2.6152,14.8962
49.6499,1504.7117
22.4363,74.4157
49.9556,1489.4275
19.3452,64.2487
17.4578,25.1999
45.7372,1107.6809
16.5403,51.7699
21.6571,86.9587
3.9977,16.6527
47.7776,1241.9754
4.349,15.3765
38.5821,569.84
26.9769,164.3894
3.1641,13.5808
0.185,0.5273
46.7841,1223.8955
37.1345,492.428
34.3532,443.3964
21.984,92.8471
12.0068,32.031
34.0252,382.7696
30.4542,226.1074
36.3445,468.8574
18.353,44.6244
49.3475,1428.9853
3.4437,10.6093
4.0771,23.5574
45.8521,1082.4115
