Height_cm,Weight_kg,Gender
167.5,73.0,Female
169.6,66.9,Male
162.0,70.1,Female
166.1,75.9,Female
165.9,73.7,Female
187.1,91.3,Male
183.8,92.1,Male
157.2,59.0,Female
157.6,63.6,Female
183.5,90.5,Male
160.1,61.1,Female
168.5,63.2,Female
172.2,75.6,Male
180.5,87.3,Male
165.3,55.4,Male
176.7,79.6,Male
168.2,76.2,Female
167.0,79.3,Female
175.9,76.0,Male
160.8,75.0,Female
173.4,79.7,Male
185.9,73.9,Male
176.9,81.9,Male
161.2,65.7,Female
172.9,72.9,Male
163.8,75.7,Male
176.7,96.7,Male
176.7,78.6,Male
168.8,73.5,Male
179.7,76.9,Male
161.8,60.9,Female
162.4,66.8,Female
186.2,91.6,Male
166.4,57.2,Female
159.7,64.0,Female
161.3,65.1,Female
185.6,79.0,Male
162.9,69.8,Male
185.0,101.0,Male
168.8,69.5,Female
154.8,57.7,Female
180.8,98.5,Male
168.6,68.6,Female
174.5,84.7,Male
166.9,75.0,Male
167.8,74.0,Male
173.8,74.1,Male
182.3,84.2,Male
180.6,91.8,Male
176.3,86.6,Male
171.7,71.4,Male
164.5,70.2,Female
156.5,62.1,Female
183.1,95.4,Male
187.7,97.3,Male
171.7,64.5,Female
196.6,102.2,Male
147.1,53.6,Female
163.7,71.3,Male
171.4,71.4,Male
166.2,76.8,Female
155.3,60.1,Female
161.2,71.5,Female
177.1,89.8,Male
165.3,57.6,Female
166.1,69.6,Male
179.6,77.6,Male
150.4,45.6,Female
169.3,74.4,Female
185.5,96.8,Male
165.7,76.4,Female
151.5,46.0,Female
172.2,71.9,Male
176.4,80.7,Male
178.6,79.8,Male
155.1,62.1,Female
159.9,64.1,Female
162.3,66.2,Female
169.5,73.6,Male
160.1,59.0,Female
175.2,86.4,Female
179.8,86.0,Male
155.6,60.8,Female
156.5,62.3,Female
182.9,78.7,Male
174.8,91.6,Male
162.0,70.8,Female
167.8,73.2,Male
162.4,73.4,Female
168.8,72.0,Male
186.2,86.2,Male
153.5,55.5,Female
163.1,57.0,Female
164.8,71.0,Male
161.3,55.4,Female
151.8,53.1,Female
163.2,75.4,Male
158.2,46.3,Female
164.4,67.8,Female
150.9,52.5,Female
157.3,58.1,Male
161.1,82.7,Female
171.4,93.8,Male
162.7,51.8,Female
177.7,59.4,Male
170.5,77.5,Male
151.3,49.0,Female
179.1,97.6,Male
154.2,44.8,Female
159.9,71.2,Female
177.0,80.2,Male
175.2,68.7,Male
145.5,43.7,Female
160.2,68.9,Female
169.8,74.4,Female
157.5,56.0,Female
159.8,64.7,Female
164.9,74.6,Female
166.9,68.2,Female
155.3,68.5,Female
156.7,60.2,Female
164.1,78.6,Male
166.4,82.4,Female
172.3,75.3,Male
166.1,87.0,Male
162.7,59.3,Female
167.7,76.0,Female
169.5,82.2,Female
187.2,94.7,Male
160.1,74.1,Female
161.7,64.2,Female
165.6,79.9,Female
169.9,72.9,Male
164.9,70.3,Male
182.6,83.2,Male
153.9,55.3,Female
148.6,56.4,Female
163.3,65.2,Female
161.2,58.5,Female
156.3,52.2,Female
189.2,94.4,Male
163.3,74.6,Male
166.4,75.8,Female
172.1,75.9,Male
171.3,94.9,Male
167.2,74.9,Female
161.6,68.5,Female
181.8,86.3,Male
169.5,75.2,Female
165.0,74.5,Female
167.5,57.9,Female
171.4,71.5,Male
167.7,65.8,Female
167.1,61.5,Female
162.0,65.9,Female
169.9,72.7,Female
152.1,60.6,Female
157.6,58.4,Female
178.5,74.5,Male
175.7,85.6,Male
175.5,91.0,Male
174.6,78.6,Male
179.8,102.4,Male
166.8,67.8,Male
164.7,71.5,Male
171.2,67.0,Male
166.1,68.1,Female
167.0,77.0,Female
172.0,63.4,Male
174.2,76.4,Male
158.1,66.3,Female
158.9,72.8,Female
162.1,54.3,Female
155.0,51.7,Female
180.5,94.4,Male
179.6,89.3,Male
169.2,72.8,Male
160.5,54.9,Female
174.5,82.6,Male
165.3,69.9,Male
181.9,83.0,Male
167.8,70.4,Female
163.1,67.3,Female
159.1,55.6,Female
157.7,58.0,Female
165.3,78.1,Female
175.3,70.0,Male
171.5,80.9,Female
173.3,98.8,Female
183.2,93.8,Male
184.4,90.2,Male
173.2,75.9,Male
164.7,65.1,Male
175.0,91.1,Male
160.0,74.3,Female
162.1,66.4,Female
165.4,58.7,Female
162.1,57.4,Female
153.9,54.0,Female
165.7,72.7,Female
171.6,70.0,Female
150.0,40.9,Female
166.9,64.3,Female
174.3,79.3,Male
159.9,67.5,Female
181.8,84.1,Male
166.1,65.9,Female
165.5,74.9,Male
180.3,82.5,Male
164.5,62.8,Female
156.0,60.8,Female
175.6,97.4,Male
177.4,79.1,Male
185.7,69.6,Male
164.5,72.7,Female
165.6,70.7,Female
171.2,69.6,Male
180.0,89.2,Male
170.5,92.7,Male
166.5,73.1,Female
152.7,55.6,Female
178.7,75.7,Male
162.6,67.0,Female
153.6,47.0,Female
170.2,72.0,Male
160.3,55.2,Female
168.4,79.7,Female
175.1,83.0,Male
162.6,84.7,Female
168.7,66.5,Female
185.2,86.8,Male
175.2,74.6,Male
174.1,87.0,Male
180.3,78.0,Male
175.3,78.0,Male
181.3,90.0,Male
166.1,64.9,Female
162.3,73.5,Female
179.5,93.9,Male
181.1,84.4,Male
179.6,77.5,Male
187.7,92.8,Male
169.7,84.4,Female
152.0,48.3,Female
167.6,83.5,Male
152.6,53.5,Female
160.9,67.3,Female
172.1,74.0,Female
175.1,85.0,Female
165.9,71.4,Female
177.5,77.5,Male
153.7,61.2,Female
178.2,81.5,Male
166.1,80.9,Male
169.6,56.4,Male
174.3,67.1,Male
176.8,79.1,Male
180.4,91.7,Male
169.7,72.1,Male
174.9,82.5,Male
172.2,77.8,Male
167.5,59.5,Female
161.0,61.2,Female
151.9,54.1,Female
169.2,79.4,Male
153.7,72.8,Male
174.3,76.5,Female
181.7,71.6,Male
165.6,63.2,Female
178.3,79.6,Male
178.0,98.7,Male
161.0,58.0,Female
164.0,67.6,Female
170.1,69.3,Male
168.1,70.9,Male
180.0,85.7,Male
173.4,100.2,Male
175.1,80.5,Male
178.4,84.5,Male
150.8,60.4,Male
172.2,78.0,Male
178.2,77.4,Male
166.5,81.8,Male
160.8,64.7,Female
184.2,89.6,Male
162.6,64.3,Female
170.4,80.6,Male
182.4,69.7,Male
156.7,61.5,Female
177.9,84.6,Male
172.4,75.5,Male
177.1,79.9,Male
164.5,70.7,Female
185.7,81.1,Male
169.0,74.2,Male
163.8,70.6,Female
161.6,81.2,Female
165.5,72.2,Female
161.8,64.5,Female
170.9,80.1,Male
162.0,76.5,Male
164.0,68.0,Male
153.2,56.9,Female
179.3,74.9,Male
177.2,71.2,Male
165.9,56.8,Male
175.6,85.4,Male
170.0,72.8,Male
183.6,91.9,Male
164.9,69.4,Female
157.7,68.6,Female
168.0,63.6,Male
164.7,70.4,Female
175.1,73.1,Male
166.9,64.9,Male
161.2,75.3,Female
160.0,64.1,Female
173.7,75.9,Male
166.4,80.3,Female
156.1,54.8,Female
182.7,93.5,Male
162.5,63.6,Male
176.7,98.6,Male
171.9,86.8,Male
180.8,72.7,Male
154.7,53.9,Female
153.3,56.0,Female
176.8,89.0,Male
184.1,88.5,Male
160.9,59.0,Female
189.0,90.8,Male
174.9,81.1,Male
168.8,65.4,Female
177.5,72.6,Male
173.9,78.0,Female
173.9,84.7,Male
156.8,68.0,Female
162.4,60.2,Female
172.2,83.1,Female
162.4,62.6,Female
159.8,69.2,Female
181.7,72.0,Male
177.2,80.4,Male
162.8,70.3,Female
169.7,75.3,Female
181.5,86.6,Male
175.1,78.4,Male
163.9,66.5,Male
172.4,70.1,Female
174.2,79.5,Male
173.7,69.1,Male
168.4,64.3,Female
159.1,60.5,Female
185.0,90.9,Male
167.1,66.3,Female
174.7,90.4,Male
163.5,65.5,Female
159.1,49.7,Female
175.5,79.2,Male
158.7,51.7,Female
161.6,63.2,Male
157.7,65.6,Female
160.1,69.4,Female
170.6,70.3,Female
176.2,73.1,Male
171.5,66.4,Male
173.3,67.5,Male
160.3,80.7,Female
179.7,71.6,Male
156.7,66.0,Female
163.9,73.2,Female
158.9,75.7,Female
191.5,86.3,Male
162.2,71.6,Female
163.4,71.5,Female
168.8,68.5,Male
161.2,69.5,Female
172.0,67.6,Female
171.3,76.4,Male
155.6,51.9,Female
155.1,68.3,Female
170.1,67.8,Female
175.0,85.2,Female
171.1,72.2,Male
176.1,80.9,Male
159.3,70.3,Female
150.3,59.8,Female
180.9,81.7,Male
175.6,87.2,Male
166.0,80.0,Female
167.6,59.3,Male
164.9,67.4,Female
162.7,73.4,Female
163.2,63.8,Male
174.1,70.4,Female
181.9,78.7,Male
182.6,79.5,Male
165.1,83.2,Male
153.8,41.5,Female
156.6,71.4,Female
154.3,62.7,Female
176.2,92.1,Male
171.6,66.0,Female
160.4,64.5,Female
161.2,55.0,Female
166.6,70.8,Female
153.0,54.1,Female
152.6,58.7,Female
168.7,67.1,Male
163.7,70.4,Female
173.0,74.7,Male
178.1,88.6,Male
184.0,94.9,Male
156.4,52.2,Female
167.8,76.0,Female
171.3,69.5,Male
174.2,81.5,Female
164.4,75.0,Male
177.2,98.7,Male
171.6,67.4,Male
167.4,69.5,Female
175.6,96.4,Male
176.1,83.9,Male
159.6,65.5,Female
187.0,95.4,Male
166.8,70.2,Male
165.9,65.9,Female
185.4,90.8,Male
158.2,78.8,Female
168.1,85.0,Male
159.3,57.7,Female
158.3,61.6,Female
154.8,65.6,Female
170.7,83.9,Male
176.8,85.5,Male
158.8,67.5,Female
153.5,58.5,Female
177.4,87.7,Male
165.6,64.6,Female
159.1,62.4,Female
161.0,65.7,Female
168.7,70.0,Female
172.0,77.3,Female
172.9,86.4,Male
164.5,77.3,Male
163.8,58.2,Female
168.2,64.2,Female
160.0,66.8,Female
152.2,46.8,Female
163.7,72.9,Female
166.9,74.6,Female
158.1,69.4,Female
173.6,82.2,Male
158.7,65.9,Female
183.3,86.9,Male
180.8,82.8,Male
175.0,77.5,Male
159.6,56.4,Female
166.0,73.6,Female
175.6,72.2,Male
160.6,65.4,Female
160.7,81.1,Male
188.8,89.2,Male
155.5,56.0,Female
146.4,44.6,Female
178.3,70.4,Male
186.5,87.0,Male
162.9,75.3,Female
153.8,61.7,Female
176.9,67.0,Male
162.4,68.0,Female
151.3,53.5,Female
159.8,68.5,Female
163.9,70.8,Female
168.9,85.4,Male
174.8,77.1,Male
171.7,73.2,Male
170.3,82.6,Male
180.9,77.6,Male
184.5,81.6,Male
164.9,74.0,Female
171.4,76.2,Male
157.9,65.8,Female
179.8,72.9,Male
156.5,70.8,Female
182.5,97.2,Male
158.3,57.5,Female
179.1,80.3,Male
158.8,55.5,Female
173.9,83.8,Male
165.5,74.8,Female
167.1,66.0,Female
173.9,70.0,Male
164.1,71.9,Female
168.3,73.9,Female
168.8,76.0,Male
162.5,65.5,Female
163.2,64.6,Female
182.9,82.3,Male
177.1,81.6,Male
179.8,90.7,Male
157.3,54.2,Female
161.6,68.9,Female
151.2,59.7,Female
163.1,71.3,Female
163.9,77.6,Female
165.0,64.1,Female
156.1,55.7,Female
168.8,63.0,Male
154.9,66.2,Female
166.9,71.8,Male
169.7,76.6,Female
154.3,50.3,Female
166.2,76.0,Female
179.5,78.6,Male
178.0,82.2,Male
152.5,57.5,Female
174.8,75.7,Male
159.4,58.9,Male
168.1,72.0,Female
179.2,95.5,Male
185.7,72.1,Male
176.0,89.9,Male
148.4,41.1,Female
172.4,68.0,Female
153.0,56.0,Female
166.7,83.4,Male
168.3,72.1,Male
178.0,79.5,Male
169.5,77.3,Female
179.2,84.8,Male
167.8,74.3,Male
167.3,61.9,Female
159.9,61.4,Female
160.3,53.0,Female
162.8,75.3,Female
148.6,55.1,Female
176.1,76.1,Male
165.6,63.4,Female
160.3,60.3,Female
165.3,62.4,Female
161.6,58.4,Female
167.7,74.2,Female
177.7,88.4,Male
158.5,51.7,Female
159.9,63.1,Female
174.4,69.4,Male
164.7,60.8,Female
174.4,90.6,Male
158.6,57.9,Female
169.2,75.7,Female
170.3,66.4,Male
170.0,69.8,Male
172.3,75.9,Male
164.6,60.5,Male
176.1,76.9,Male
178.8,78.4,Male
144.2,50.7,Female
168.8,80.9,Male
168.0,69.1,Female
181.9,87.0,Male
151.7,48.2,Female
170.7,82.7,Male
184.8,94.4,Male
179.1,82.8,Male
172.7,77.8,Male
151.4,49.2,Female
174.1,75.8,Male
157.1,67.2,Female
165.1,73.1,Female
166.2,73.6,Male
181.9,103.1,Male
169.1,84.1,Male
161.4,73.3,Female
165.7,82.3,Female
156.1,72.2,Female
180.3,78.6,Male
156.1,63.3,Female
160.5,64.1,Female
157.1,57.3,Female
155.6,54.1,Female
160.5,55.1,Female
169.1,71.5,Female
186.6,98.5,Male
176.1,74.4,Male
177.5,71.5,Male
174.7,70.1,Male
160.5,53.5,Female
168.6,76.9,Male
176.4,77.4,Male
155.1,53.4,Female
169.4,70.7,Female
168.2,61.0,Female
159.9,65.2,Female
177.3,89.7,Male
180.5,71.4,Male
183.5,71.5,Male
175.7,85.3,Male
169.4,76.1,Male
167.8,74.1,Male
161.0,61.2,Female
184.6,89.8,Male
182.6,98.3,Male
154.5,58.0,Female
166.2,69.4,Male
167.3,66.7,Female
158.7,62.1,Female
169.8,61.6,Female
177.2,87.0,Male
156.5,65.3,Female
164.6,77.0,Female
151.1,43.3,Female
163.9,58.6,Female
169.5,84.7,Male
180.2,82.3,Male
169.2,70.7,Female
155.8,62.5,Female
156.5,57.2,Female
153.4,62.8,Female
167.7,71.1,Female
174.5,82.6,Female
163.3,68.8,Female
171.2,66.8,Female
167.9,58.2,Female
180.9,65.7,Male
183.1,80.8,Male
166.6,67.0,Male
179.5,93.3,Male
176.7,85.5,Male
174.2,86.2,Male
177.0,88.7,Male
176.1,84.3,Male
154.8,65.3,Female
162.1,68.0,Female
175.9,86.0,Male
166.8,65.8,Female
177.9,89.3,Male
172.8,76.8,Female
165.8,75.2,Female
161.5,63.7,Female
158.2,62.7,Female
154.8,55.9,Female
165.1,66.0,Female
183.7,84.4,Male
159.8,66.1,Female
162.8,62.3,Female
172.6,90.0,Male
170.4,82.4,Male
156.9,61.4,Female
174.8,77.5,Male
169.2,75.0,Female
158.2,58.9,Female
159.4,56.6,Female
151.7,67.2,Female
176.2,90.2,Female
163.6,70.4,Male
168.2,74.1,Female
158.6,62.5,Female
163.4,59.2,Female
178.9,84.7,Male
169.8,86.7,Female
168.8,75.6,Female
168.8,73.0,Female
144.1,42.6,Female
173.0,80.1,Male
171.0,72.6,Female
154.3,47.3,Female
166.0,73.3,Female
161.2,54.2,Female
165.9,71.1,Female
164.5,70.0,Female
178.2,84.3,Male
180.3,92.5,Male
160.4,65.7,Female
176.5,82.0,Male
170.7,81.9,Male
184.0,82.6,Male
166.7,53.2,Female
169.0,84.8,Female
155.6,55.9,Female
167.9,73.1,Female
163.1,49.3,Male
164.8,74.5,Female
179.0,89.0,Male
162.7,69.4,Female
172.6,71.2,Male
166.9,72.0,Male
164.4,79.7,Male
156.0,46.1,Female
170.0,66.7,Female
163.9,53.2,Male
166.3,70.9,Male
156.9,59.1,Female
171.1,64.6,Male
164.4,61.7,Male
176.6,76.6,Male
167.2,62.3,Female
163.8,55.9,Female
167.9,70.1,Female
183.1,92.6,Male
189.6,104.7,Male
176.3,90.9,Male
160.5,62.0,Female
159.1,59.3,Female
162.4,62.1,Female
162.2,66.0,Female
175.8,90.5,Male
172.1,84.5,Female
159.5,55.5,Female
158.9,57.1,Female
155.8,56.4,Female
172.7,64.8,Female
157.2,55.2,Female
169.4,82.1,Female
177.5,69.7,Male
170.4,80.6,Male
172.3,80.5,Male
190.5,94.9,Male
156.3,63.2,Female
164.6,67.6,Female
171.4,86.8,Male
178.7,89.0,Male
184.0,87.3,Male
159.8,71.2,Female
172.9,73.9,Male
155.9,60.4,Female
169.4,61.8,Male
172.1,85.4,Male
167.8,72.8,Male
191.7,100.1,Male
169.3,85.4,Female
185.6,100.8,Male
171.2,68.0,Female
152.4,59.5,Female
188.7,89.9,Male
165.7,65.5,Male
160.7,62.6,Female
168.3,82.9,Male
174.7,77.3,Male
174.5,80.5,Male
164.3,75.0,Male
159.4,64.3,Female
175.0,77.5,Male
174.9,76.9,Male
161.5,55.7,Female
165.7,57.2,Female
188.1,92.5,Male
170.8,78.6,Male
168.8,70.9,Male
175.0,69.8,Female
158.3,66.2,Female
167.8,73.9,Male
163.1,75.9,Female
164.8,75.2,Male
161.5,71.9,Female
172.1,68.5,Female
159.6,55.2,Female
154.0,47.2,Female
180.0,83.4,Male
181.1,91.4,Male
155.2,58.5,Female
192.4,97.1,Male
168.8,87.5,Female
160.3,66.6,Female
178.0,92.2,Male
171.3,78.2,Male
161.5,62.4,Female
162.9,64.3,Female
175.7,74.1,Female
156.8,59.5,Female
169.4,63.9,Female
166.6,63.7,Female
157.8,55.1,Female
179.2,90.8,Male
164.1,66.2,Female
173.1,95.5,Male
182.6,89.8,Male
177.2,81.6,Male
154.8,55.0,Male
178.0,85.3,Male
166.7,69.2,Female
166.8,83.5,Male
156.0,60.7,Female
150.9,66.6,Female
172.5,64.2,Male
159.2,55.0,Female
185.0,96.1,Male
172.2,86.7,Male
164.3,67.0,Male
161.3,68.6,Female
163.2,65.8,Female
170.4,71.8,Female
172.0,75.3,Male
174.6,66.3,Male
179.5,85.7,Male
161.7,66.6,Female
169.9,75.1,Female
174.5,78.2,Male
180.9,85.0,Male
157.5,59.9,Female
163.0,66.2,Female
165.8,73.6,Female
156.9,60.8,Female
166.2,76.1,Female
178.2,81.9,Male
174.5,82.0,Male
172.3,77.6,Female
183.8,80.5,Male
194.7,103.3,Male
179.6,82.1,Male
158.8,56.7,Female
175.9,81.6,Male
163.8,57.8,Female
166.3,81.2,Female
168.5,71.2,Female
157.4,70.8,Female
176.4,73.4,Male
167.1,71.2,Male
173.4,80.1,Male
172.0,68.9,Male
174.0,75.7,Male
178.3,81.2,Male
170.6,69.9,Female
160.4,58.7,Female
165.3,69.4,Male
161.4,68.2,Female
150.6,52.2,Male
170.4,68.7,Female
174.0,76.2,Male
162.5,65.7,Female
151.5,59.1,Female
174.4,90.0,Male
166.4,65.2,Male
170.3,62.5,Female
149.5,35.7,Female
152.3,58.2,Female
159.8,57.7,Female
149.0,45.5,Female
168.2,85.5,Male
161.2,63.3,Female
162.7,60.7,Female
183.1,92.5,Male
155.1,45.4,Female
175.1,80.1,Male
174.2,78.3,Female
170.7,82.6,Male
174.7,72.5,Female
170.7,72.5,Male
178.5,86.4,Male
158.4,62.8,Female
170.5,77.6,Male
162.4,74.5,Female
160.4,56.6,Female
186.7,100.8,Male
160.9,63.6,Female
184.8,81.8,Male
166.9,78.7,Female
163.2,62.8,Female
176.0,83.7,Male
163.2,57.1,Female
161.5,47.9,Female
180.8,99.1,Male
165.2,58.8,Female
176.9,86.7,Male
183.8,96.5,Male
165.4,63.6,Female
167.6,68.9,Female
175.5,98.4,Male
169.5,75.8,Male
161.6,71.6,Female
152.4,60.5,Female
163.5,73.9,Female
158.1,56.9,Female
165.8,71.1,Female
175.4,85.1,Male
154.9,68.8,Female
154.7,55.7,Female
166.0,75.5,Female
163.7,75.8,Female
163.5,67.0,Female
151.6,57.6,Female
169.0,80.3,Male
163.0,63.8,Female
175.9,62.8,Male
165.2,52.3,Female
163.9,62.8,Female
166.3,62.8,Male
159.9,59.2,Female
156.9,62.0,Female
163.6,56.2,Female
170.2,75.3,Male
162.9,69.1,Female
163.3,73.5,Female
176.8,81.2,Male
160.5,65.4,Female
180.2,84.4,Male
173.6,70.6,Male
198.6,93.3,Male
163.6,65.5,Female
168.0,65.9,Male
162.5,64.5,Female
175.2,92.4,Male
176.5,73.8,Male
156.7,66.6,Female
153.2,66.8,Female
176.6,90.3,Male
171.6,77.2,Male
184.7,85.8,Male
162.5,65.4,Female
174.9,87.6,Male
179.5,66.0,Male
175.5,82.2,Male
166.8,58.9,Male
169.5,76.1,Male
174.3,84.4,Male
164.9,60.3,Female
172.5,62.0,Female
174.9,70.1,Male
167.8,67.8,Male
155.6,64.1,Female
159.1,70.2,Female
161.4,70.7,Female
186.6,97.9,Male
156.5,57.3,Female
161.1,54.9,Female
163.4,73.7,Female
165.5,63.9,Female
177.3,78.9,Male
157.3,41.9,Female
139.5,48.6,Female
167.6,71.0,Female
171.4,74.8,Male
160.7,62.8,Female
159.9,68.8,Female
166.6,70.1,Female
176.6,98.8,Male
176.5,81.6,Male
168.8,69.6,Male
154.2,51.3,Female
172.8,79.0,Female
176.3,71.5,Male
160.0,59.8,Female
152.7,41.7,Female
171.7,69.9,Male
168.3,76.8,Male
161.3,53.0,Female
174.7,90.3,Male
174.1,86.9,Male
152.9,65.4,Female
176.9,84.2,Male
155.9,51.5,Female
164.3,66.4,Female
164.3,57.9,Male
165.8,53.2,Male
169.5,72.1,Male
177.9,78.5,Male
165.9,61.4,Female
149.5,50.7,Female
155.3,55.9,Female
181.5,91.3,Male
166.5,69.1,Male
150.6,54.3,Female
149.1,55.4,Female
173.9,66.2,Male
190.1,85.7,Male
169.5,67.9,Female
177.4,85.6,Male
156.3,64.3,Female
174.2,91.2,Male
161.7,60.6,Female
179.9,102.5,Male
162.2,70.5,Female
175.9,84.1,Female
167.9,73.3,Male
169.8,67.7,Male
172.1,67.7,Female
155.6,54.1,Female
172.5,72.4,Female
159.0,64.0,Female
167.7,72.7,Male
170.3,68.5,Female
177.4,82.0,Male
159.2,71.5,Female
166.0,61.5,Female
171.0,60.0,Male
179.9,86.5,Male
179.0,94.4,Male
180.2,85.7,Male
161.1,60.3,Female
184.2,98.7,Male
171.0,61.0,Male
165.1,57.9,Female
170.1,81.6,Male
152.9,64.3,Female
156.1,59.5,Female
171.1,69.3,Male
173.5,83.0,Male
157.2,64.3,Female
176.9,82.3,Male
161.2,54.1,Male
160.1,58.3,Female
174.4,84.9,Male
174.4,83.8,Male
166.9,69.0,Male
162.9,75.4,Female
171.7,80.4,Male
176.9,84.2,Male
177.2,88.5,Male
162.7,65.7,Female
157.9,71.6,Female
179.8,91.9,Male
156.2,69.3,Female
168.8,82.8,Male
178.8,76.4,Male
162.9,66.9,Female
161.8,65.3,Female
173.3,78.3,Male
187.9,102.8,Male
163.1,64.3,Female
160.3,64.6,Male
155.0,55.1,Female
153.0,61.4,Female
153.2,58.1,Female
154.7,58.7,Female
162.0,61.6,Female
163.8,60.8,Female
173.5,76.7,Male
171.0,71.6,Male
166.7,71.3,Female
179.6,87.4,Male
160.3,60.9,Female
175.6,87.9,Male
148.6,48.7,Female
177.2,89.4,Male
174.8,61.3,Male
165.1,64.0,Male
189.4,100.8,Male
174.4,79.2,Female
181.9,81.6,Male
175.0,93.3,Male
160.5,73.5,Female
169.3,76.9,Male
188.6,86.5,Male
178.2,67.8,Male
165.2,75.1,Male
155.4,67.4,Female
182.1,89.9,Male
176.9,73.7,Male
169.6,54.9,Male
154.8,52.1,Female
150.2,54.6,Female
174.9,91.0,Male
183.9,100.5,Male
158.8,56.1,Female
159.1,71.0,Male
160.6,50.8,Female
146.3,46.5,Female
155.5,51.1,Female
164.9,74.2,Male
151.4,59.1,Female
176.7,89.0,Male
160.2,63.7,Female
170.8,68.1,Female
183.9,87.1,Male
183.5,87.7,Male
157.7,62.3,Female
166.9,78.3,Male
173.8,76.8,Male
161.4,61.7,Female
176.5,74.6,Male
181.0,96.0,Male
160.0,61.8,Female
160.3,60.2,Male
163.4,55.3,Female
178.0,74.2,Male
161.5,77.4,Male
151.0,47.4,Female
184.3,98.5,Male
177.5,71.3,Male
159.7,63.0,Female
155.8,57.2,Female
167.7,53.4,Female
179.8,89.9,Female
171.2,76.7,Male
164.0,67.1,Male
151.9,47.1,Female
169.8,76.7,Male
175.1,78.2,Male
163.5,69.1,Female
160.9,70.5,Female
157.6,60.2,Female
164.7,57.2,Female
146.9,60.4,Female
177.8,90.5,Male
168.3,69.4,Male
164.7,58.1,Female
160.9,68.2,Female
171.1,76.0,Male
156.3,64.6,Female
163.9,73.5,Male
181.1,79.0,Male
187.2,87.6,Male
182.8,96.0,Male
164.6,69.5,Female
154.9,56.6,Female
162.1,57.0,Male
177.4,82.3,Male
176.3,83.0,Male
169.4,73.0,Female
157.1,57.1,Female
172.9,66.4,Male
166.8,78.3,Male
178.6,90.8,Male
160.8,70.6,Female
161.2,71.8,Female
162.0,67.0,Male
179.2,75.5,Male
168.9,63.7,Male
169.0,69.8,Male
159.3,64.5,Female
182.8,84.7,Male
154.6,52.2,Female
165.8,55.2,Female
166.5,58.6,Female
176.8,91.9,Female
157.1,62.7,Female
169.1,72.7,Female
162.4,62.0,Male
163.0,45.7,Female
172.6,71.2,Male
177.6,90.2,Male
180.9,85.7,Male
180.2,74.4,Male
164.3,72.0,Male
157.7,56.5,Female
165.7,69.9,Female
161.7,53.6,Female
169.0,67.9,Male
170.6,73.1,Male
179.4,82.4,Male
164.9,62.0,Female
168.7,78.9,Female
181.0,77.6,Male
179.8,73.5,Male
165.4,80.6,Male
164.4,59.1,Male
180.2,77.9,Male
160.7,74.4,Female
180.8,82.6,Male
153.9,45.8,Female
175.4,90.6,Male
174.1,81.0,Male
180.3,93.1,Male
178.4,69.0,Male
167.5,75.9,Male
164.5,78.8,Male
175.7,80.8,Male
173.9,91.4,Male
157.0,63.8,Female
186.7,90.5,Male
170.7,83.4,Male
175.8,89.3,Male
164.8,67.4,Male
161.2,65.5,Female
157.1,55.9,Female
176.9,92.9,Male
168.4,87.4,Male
164.1,63.4,Female
163.8,68.7,Female
171.8,74.1,Male
158.9,76.7,Female
162.9,80.6,Female
179.8,89.1,Male
151.8,61.0,Female
172.4,86.7,Male
183.4,78.4,Male
176.2,86.1,Male
159.8,55.7,Female
154.3,50.8,Female
171.0,90.7,Male
150.6,60.7,Female
171.1,73.8,Male
157.4,59.6,Female
162.9,70.4,Female
173.5,72.9,Male
181.8,81.4,Male
182.8,88.0,Male
173.4,78.3,Male
187.4,75.2,Male
173.6,75.4,Male
159.0,65.4,Male
156.3,52.0,Female
159.5,74.8,Female
166.0,80.6,Female
170.9,69.7,Female
177.9,75.0,Male
156.6,61.2,Female
168.0,69.1,Male
182.2,99.9,Male
151.9,57.0,Female
177.0,86.9,Male
176.0,87.2,Male
166.8,79.5,Female
180.9,90.0,Male
151.7,62.2,Female
179.9,84.5,Male
177.1,91.8,Male
156.0,65.6,Female
189.0,98.9,Male
158.1,53.8,Female
178.6,84.3,Male
158.2,70.5,Male
175.4,68.5,Male
163.9,68.3,Female
179.7,94.1,Male
179.7,76.3,Male
173.0,73.6,Male
170.3,75.7,Female
164.3,61.2,Female
178.1,73.3,Male
163.0,67.7,Female
181.3,78.2,Male
187.7,88.0,Male
167.9,74.7,Male
175.5,96.0,Male
173.7,85.8,Male
176.6,75.9,Male
178.5,86.0,Male
166.4,72.9,Female
168.7,78.3,Female
165.7,62.6,Female
175.2,95.3,Male
184.5,101.5,Male
158.1,66.7,Female
154.1,58.7,Female
162.1,62.8,Female
156.5,62.1,Female
182.5,101.8,Male
145.4,40.4,Female
169.6,74.0,Male
165.0,61.6,Female
146.8,51.6,Female
161.2,65.4,Female
162.6,65.0,Female
155.7,55.5,Female
170.8,72.1,Female
167.6,74.7,Male
165.9,60.8,Female
167.6,71.1,Female
176.2,74.9,Male
166.7,74.2,Male
150.5,55.3,Female
160.6,67.1,Female
171.2,69.6,Male
182.4,95.7,Male
160.9,65.7,Female
173.4,77.8,Female
167.7,63.5,Female
158.8,59.1,Female
153.3,65.0,Female
177.6,79.2,Male
176.9,85.4,Male
169.8,62.6,Female
184.7,80.9,Male
160.2,55.8,Female
162.4,69.2,Female
166.0,77.3,Female
159.0,70.2,Female
162.4,67.1,Male
184.2,97.7,Male
152.4,55.2,Female
